Train Loss,Val Loss,Train Accuracy,Val Accuracy
1.4322508659585924,1.1657648148489201,0.30642163085997454,0.34189104571070755
1.2551103224951528,1.160140662792982,0.33365174236861944,0.34062641963485457
1.2205865740129422,1.1101417946640146,0.3415243853027628,0.36620133338244504
1.203537169499799,1.1027668875158079,0.3454287840130834,0.37208245853131483
1.1921267339649277,1.0893986273282013,0.34738589456159,0.3751028276056822
1.1858013616996914,1.1080580968298404,0.3500502169519661,0.3813645683696146
1.180895353303074,1.0853424044163689,0.35085074146741546,0.3653787125369872
1.1748494600362314,1.0810211510245926,0.35259667070203055,0.3713826169165224
1.1698447986620715,1.0820003153891489,0.3537041448016246,0.3865581298267585
1.1673669975268715,1.0946599092047589,0.3550105222317445,0.3638194163075374
1.1638788782876661,1.076822005414564,0.35513330206540233,0.3803577786781588
1.162727212179211,1.0870405946505088,0.3558847146473886,0.38060333713948946
1.1604204960554818,1.0661784849349885,0.35692588763680744,0.38243274767640306
1.1568112798504226,1.0935963341191204,0.35730650512114687,0.3735066976070328
1.1552123087969228,1.0629422929942172,0.3577976244557784,0.3933723771286849
1.155294226517524,1.0853120932937985,0.3585097474909941,0.357533119697472
1.1512033008730664,1.0613225663621741,0.3585564038277841,0.37533610814394636
1.14963227079305,1.0528045653922182,0.3600494066050639,0.3933600992056184
1.1472963640280864,1.0765019161233687,0.358585870987862,0.3666678944589733
1.1479627550233307,1.0646962134885263,0.36014517487531705,0.38488833228970987
1.1189333210864187,1.0434704662234335,0.3673621734977273,0.3954841798961288
1.1160180565316964,1.0410850959826636,0.3692357937593466,0.39787837489410294
1.1117016979727072,1.042196152098911,0.37095716702723014,0.39248836666789444
1.1124954874213384,1.0425408931575135,0.37057409394621754,0.3917271354377693
1.1097748963599428,1.0416653237688314,0.370488148062657,0.3961471877417216
1.109073757787202,1.0390306541370462,0.3723666795176226,0.3970803098947782
1.1080912219787595,1.040143244993677,0.3720228959833805,0.39464928112760445
1.1063449887149805,1.0414248491350204,0.3716766568524653,0.39669969427971563
1.1075601909629644,1.0379120202401562,0.37225126647398415,0.3977310398173045
1.1045876828426202,1.040405781520498,0.37260241679824574,0.39220597443736416
1.1047758687563347,1.0394874312436309,0.37247227017456835,0.39360565766694905
1.1024759216866864,1.0429298539234104,0.37391616101838504,0.39606124228025585
1.1042389297771757,1.0387226509263694,0.3724698145778952,0.396662860510516
1.1021065610083125,1.040974115068695,0.37326788349667145,0.39550873574226186
1.1018701853145845,1.0379003178447335,0.3731843932097841,0.39865188404729457
1.1009503960871723,1.0367235556558252,0.37299531226595095,0.39892199835475833
1.1004205764793253,1.038426446032389,0.37330717304344196,0.3990202217392906
1.10098800431307,1.0369858044188245,0.3741911878457787,0.3984431593551635
1.1016955363454304,1.0392098350767984,0.3733047174467688,0.39606124228025585
1.1005201380539942,1.039774619537859,0.37395299496848244,0.3944528343585399
1.0953212772223868,1.0357771004456886,0.3749990791512476,0.3993148918928874
